# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_NON_SYNONYMOUS_START	variants_effect_SPLICE_SITE_ACCEPTOR	variants_effect_SPLICE_SITE_DONOR	variants_effect_START_GAINED	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_TRANSCRIPT	variants_effect_UPSTREAM	variants_effect_UTR_3_PRIME	variants_effect_UTR_5_PRIME
CmoCh01G002300.1	null.412	CmoCh01G002300.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G002310.1	null.413	CmoCh01G002310.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002320.1	null.414	CmoCh01G002320.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G002330.1	null.415	CmoCh01G002330.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CmoCh01G002340.1	null.416	CmoCh01G002340.1	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G002350.1	null.417	CmoCh01G002350.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G002360.1	null.418	CmoCh01G002360.1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G002370.1	null.419	CmoCh01G002370.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002380.1	null.420	CmoCh01G002380.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G002390.1	null.421	CmoCh01G002390.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002400.1	null.422	CmoCh01G002400.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002410.1	null.423	CmoCh01G002410.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002780.1	null.460	CmoCh01G002780.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh01G002790.1	null.461	CmoCh01G002790.1	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G002800.1	null.462	CmoCh01G002800.1	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G003500.1	null.532	CmoCh01G003500.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G003510.1	null.533	CmoCh01G003510.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G003520.1	null.534	CmoCh01G003520.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G003530.1	null.535	CmoCh01G003530.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G003700.1	null.552	CmoCh01G003700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G003710.1	null.553	CmoCh01G003710.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G003720.1	null.554	CmoCh01G003720.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G004380.1	null.620	CmoCh01G004380.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G004390.1	null.621	CmoCh01G004390.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G004400.1	null.622	CmoCh01G004400.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G004410.1	null.623	CmoCh01G004410.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G004420.1	null.624	CmoCh01G004420.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G005070.1	null.689	CmoCh01G005070.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G005080.1	null.690	CmoCh01G005080.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G005680.1	null.750	CmoCh01G005680.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G005690.1	null.751	CmoCh01G005690.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G005700.1	null.752	CmoCh01G005700.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G005800.1	null.762	CmoCh01G005800.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G005810.1	null.763	CmoCh01G005810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G005820.1	null.764	CmoCh01G005820.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G006170.1	null.799	CmoCh01G006170.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G006180.1	null.800	CmoCh01G006180.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G006190.1	null.801	CmoCh01G006190.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007310.1	null.913	CmoCh01G007310.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G007320.1	null.914	CmoCh01G007320.1	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh01G007330.1	null.915	CmoCh01G007330.1	protein_coding	0	0	0	16	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007340.1	null.916	CmoCh01G007340.1	protein_coding	0	0	1	10	0	0	0	0	4	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007350.1	null.917	CmoCh01G007350.1	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh01G007360.1	null.918	CmoCh01G007360.1	protein_coding	0	1	1	7	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh01G007370.1	null.919	CmoCh01G007370.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007420.1	null.924	CmoCh01G007420.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007430.1	null.925	CmoCh01G007430.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007440.1	null.926	CmoCh01G007440.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007500.1	null.932	CmoCh01G007500.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G007510.1	null.933	CmoCh01G007510.1	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007520.1	null.934	CmoCh01G007520.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh01G007530.1	null.935	CmoCh01G007530.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh01G007540.1	null.936	CmoCh01G007540.1	protein_coding	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh01G007550.1	null.937	CmoCh01G007550.1	protein_coding	0	0	0	9	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G007560.1	null.938	CmoCh01G007560.1	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007570.1	null.939	CmoCh01G007570.1	protein_coding	0	1	0	10	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh01G007580.1	null.940	CmoCh01G007580.1	protein_coding	0	0	0	12	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh01G007590.1	null.941	CmoCh01G007590.1	protein_coding	0	0	1	7	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G007600.1	null.942	CmoCh01G007600.1	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CmoCh01G007630.1	null.945	CmoCh01G007630.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G007640.1	null.946	CmoCh01G007640.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh01G007650.1	null.947	CmoCh01G007650.1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007660.1	null.948	CmoCh01G007660.1	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0
CmoCh01G007670.1	null.949	CmoCh01G007670.1	protein_coding	1	0	0	12	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh01G007680.1	null.950	CmoCh01G007680.1	protein_coding	0	1	0	14	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh01G007690.1	null.951	CmoCh01G007690.1	protein_coding	0	0	0	21	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh01G007700.1	null.952	CmoCh01G007700.1	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh01G007740.1	null.956	CmoCh01G007740.1	protein_coding	0	1	0	26	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	12	0	0
CmoCh01G007750.1	null.957	CmoCh01G007750.1	protein_coding	0	0	0	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh01G007760.1	null.958	CmoCh01G007760.1	protein_coding	0	1	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	11	1	0
CmoCh01G007770.1	null.959	CmoCh01G007770.1	protein_coding	0	0	0	8	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007780.1	null.960	CmoCh01G007780.1	protein_coding	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G007790.1	null.961	CmoCh01G007790.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007800.1	null.962	CmoCh01G007800.1	protein_coding	0	0	0	6	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G007810.1	null.963	CmoCh01G007810.1	protein_coding	0	2	0	17	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	2	0	0	2	0	0
CmoCh01G007820.1	null.964	CmoCh01G007820.1	protein_coding	0	0	1	20	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	8	2	0
CmoCh01G007830.1	null.965	CmoCh01G007830.1	protein_coding	0	0	2	11	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh01G007840.1	null.966	CmoCh01G007840.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007900.1	null.972	CmoCh01G007900.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G007910.1	null.973	CmoCh01G007910.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G007920.1	null.974	CmoCh01G007920.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007930.1	null.975	CmoCh01G007930.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G007940.1	null.976	CmoCh01G007940.1	protein_coding	0	0	0	22	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh01G007950.1	null.977	CmoCh01G007950.1	protein_coding	0	0	0	32	0	0	0	0	17	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh01G007960.1	null.978	CmoCh01G007960.1	protein_coding	0	0	1	34	0	0	0	0	14	0	10	1	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh01G007970.1	null.979	CmoCh01G007970.1	protein_coding	0	3	1	22	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	3	0	0	12	0	0
CmoCh01G007980.1	null.980	CmoCh01G007980.1	protein_coding	0	0	0	30	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0
CmoCh01G007990.1	null.981	CmoCh01G007990.1	protein_coding	0	0	0	21	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh01G008000.1	null.982	CmoCh01G008000.1	protein_coding	0	0	0	38	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	23	0	0
CmoCh01G008010.1	null.983	CmoCh01G008010.1	protein_coding	0	2	0	28	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	2	0	0	19	0	0
CmoCh01G008020.1	null.984	CmoCh01G008020.1	protein_coding	0	3	3	28	0	0	0	0	11	0	12	3	0	0	0	0	0	0	0	3	0	0	5	0	0
CmoCh01G008030.1	null.985	CmoCh01G008030.1	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008040.1	null.986	CmoCh01G008040.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh01G008050.1	null.987	CmoCh01G008050.1	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
CmoCh01G008060.1	null.988	CmoCh01G008060.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008070.1	null.989	CmoCh01G008070.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh01G008080.1	null.990	CmoCh01G008080.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G008130.1	null.995	CmoCh01G008130.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008140.1	null.996	CmoCh01G008140.1	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008150.1	null.997	CmoCh01G008150.1	protein_coding	0	0	0	17	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh01G008160.1	null.998	CmoCh01G008160.1	protein_coding	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
CmoCh01G008170.1	null.999	CmoCh01G008170.1	protein_coding	0	0	1	14	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh01G008180.1	null.1000	CmoCh01G008180.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G008190.1	null.1001	CmoCh01G008190.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh01G008200.1	null.1002	CmoCh01G008200.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G008210.1	null.1003	CmoCh01G008210.1	protein_coding	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0
CmoCh01G008220.1	null.1004	CmoCh01G008220.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
CmoCh01G008230.1	null.1005	CmoCh01G008230.1	protein_coding	0	1	1	18	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh01G008240.1	null.1006	CmoCh01G008240.1	protein_coding	0	0	0	32	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
CmoCh01G008250.1	null.1007	CmoCh01G008250.1	protein_coding	0	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh01G008260.1	null.1008	CmoCh01G008260.1	protein_coding	0	2	5	19	0	0	0	0	3	0	12	5	0	0	0	0	0	0	0	2	0	0	4	0	0
CmoCh01G008270.1	null.1009	CmoCh01G008270.1	protein_coding	0	0	0	25	0	0	0	0	19	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G008280.1	null.1010	CmoCh01G008280.1	protein_coding	0	0	1	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
CmoCh01G008290.1	null.1011	CmoCh01G008290.1	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh01G008300.1	null.1012	CmoCh01G008300.1	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G008310.1	null.1013	CmoCh01G008310.1	protein_coding	0	2	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	3	2	0
CmoCh01G008320.1	null.1014	CmoCh01G008320.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh01G008330.1	null.1015	CmoCh01G008330.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh01G008340.1	null.1016	CmoCh01G008340.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008350.1	null.1017	CmoCh01G008350.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008360.1	null.1018	CmoCh01G008360.1	protein_coding	0	0	0	11	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008370.1	null.1019	CmoCh01G008370.1	protein_coding	0	2	1	19	0	0	0	0	11	0	1	1	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh01G008380.1	null.1020	CmoCh01G008380.1	protein_coding	0	1	5	24	0	0	0	0	8	0	3	5	0	0	0	0	0	0	0	1	0	0	11	0	2
CmoCh01G008390.1	null.1021	CmoCh01G008390.1	protein_coding	0	1	1	35	0	0	0	0	15	0	9	1	0	0	0	0	0	0	0	1	0	0	11	0	0
CmoCh01G008400.1	null.1022	CmoCh01G008400.1	protein_coding	0	0	1	27	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0
CmoCh01G008410.1	null.1023	CmoCh01G008410.1	protein_coding	0	1	0	29	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	1	0	0	5	7	0
CmoCh01G008420.1	null.1024	CmoCh01G008420.1	protein_coding	0	2	0	23	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	2	0	0	0	6	0
CmoCh01G008430.1	null.1025	CmoCh01G008430.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008480.1	null.1030	CmoCh01G008480.1	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G008490.1	null.1031	CmoCh01G008490.1	protein_coding	0	0	0	13	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh01G008500.1	null.1032	CmoCh01G008500.1	protein_coding	0	1	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0
CmoCh01G008510.1	null.1033	CmoCh01G008510.1	protein_coding	0	1	0	6	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
CmoCh01G008520.1	null.1034	CmoCh01G008520.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008530.1	null.1035	CmoCh01G008530.1	protein_coding	0	0	0	17	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh01G008540.1	null.1036	CmoCh01G008540.1	protein_coding	0	0	1	19	0	0	0	0	7	0	10	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh01G008550.1	null.1037	CmoCh01G008550.1	protein_coding	0	1	0	15	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	10	0	0
CmoCh01G008560.1	null.1038	CmoCh01G008560.1	protein_coding	0	1	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0
CmoCh01G008570.1	null.1039	CmoCh01G008570.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008580.1	null.1040	CmoCh01G008580.1	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh01G008590.1	null.1041	CmoCh01G008590.1	protein_coding	0	1	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh01G008600.1	null.1042	CmoCh01G008600.1	protein_coding	0	2	0	21	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	2	0	0	2	0	0
CmoCh01G008610.1	null.1043	CmoCh01G008610.1	protein_coding	0	1	0	14	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh01G008620.1	null.1044	CmoCh01G008620.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G008630.1	null.1045	CmoCh01G008630.1	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008640.1	null.1046	CmoCh01G008640.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G008650.1	null.1047	CmoCh01G008650.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G008660.1	null.1048	CmoCh01G008660.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh01G008670.1	null.1049	CmoCh01G008670.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008680.1	null.1050	CmoCh01G008680.1	protein_coding	0	1	1	5	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh01G008690.1	null.1051	CmoCh01G008690.1	protein_coding	0	1	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
CmoCh01G008700.1	null.1052	CmoCh01G008700.1	protein_coding	0	1	1	17	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0	7	0	1
CmoCh01G008710.1	null.1053	CmoCh01G008710.1	protein_coding	0	2	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	8	0	0
CmoCh01G008720.1	null.1054	CmoCh01G008720.1	protein_coding	0	0	1	36	0	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	0	0	23	0	0
CmoCh01G008730.1	null.1055	CmoCh01G008730.1	protein_coding	0	1	1	10	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	1	0	0	4	0	0
CmoCh01G008740.1	null.1056	CmoCh01G008740.1	protein_coding	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
CmoCh01G008750.1	null.1057	CmoCh01G008750.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh01G008760.1	null.1058	CmoCh01G008760.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh01G008950.1	null.1077	CmoCh01G008950.1	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh01G008960.1	null.1078	CmoCh01G008960.1	protein_coding	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
CmoCh01G008970.1	null.1079	CmoCh01G008970.1	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
