CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED4	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED4_p99	ED4_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG04	8400273	0.487677	0.546756	-0.059079	2.739265	0.001051	0.604215	-0.292985	1333	160	58	0.600000	0.562500	0.393750	0.437500	0.689655	0.603448	0.327586	0.396552	0.191164	0.128448	-0.202155	-0.122198	7.082682	3.902720	0.001721	0.000533	1.564916	0.860972	0.650088	-0.053765
Cp4.1LG04	8500273	0.493829	0.548164	-0.054335	2.599348	0.000943	0.573686	-0.323653	1423	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG04	8600273	0.499722	0.549559	-0.049838	2.488671	0.000859	0.549526	-0.347592	1439	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG04	8700273	0.505015	0.550799	-0.045784	2.408949	0.000794	0.532100	-0.364650	1439	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG04	8800273	0.509942	0.551926	-0.041984	2.344510	0.000740	0.517990	-0.378477	1419	162	58	0.580247	0.555556	0.395062	0.432099	0.672414	0.603448	0.327586	0.379310	0.199447	0.124308	-0.203278	-0.123244	7.135120	3.882379	0.001751	0.000513	1.573051	0.850231	0.657545	-0.065240
Cp4.1LG04	8900273	0.514432	0.552854	-0.038422	2.291142	0.000696	0.506275	-0.390117	1461	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG04	9000273	0.518290	0.553264	-0.034974	2.253270	0.000672	0.497912	-0.398554	1436	160	58	0.600000	0.562500	0.393750	0.437500	0.689655	0.603448	0.327586	0.396552	0.191164	0.128448	-0.202155	-0.122198	7.082682	3.902720	0.001721	0.000533	1.564916	0.860972	0.650088	-0.053765
Cp4.1LG04	9100273	0.521826	0.552960	-0.031134	2.229864	0.000667	0.492656	-0.403932	1284	159	58	0.597484	0.559748	0.389937	0.427673	0.672414	0.620690	0.310345	0.396552	0.205378	0.122425	-0.191174	-0.131750	9.036919	3.913990	0.002746	0.000518	2.000134	0.852874	1.085581	-0.061448
Cp4.1LG04	9200273	0.525388	0.551766	-0.026378	2.210016	0.000666	0.488115	-0.408406	1264	156	57	0.602564	0.564103	0.397436	0.429487	0.666667	0.614035	0.333333	0.385965	0.181511	0.125507	-0.190958	-0.130229	6.264880	3.534206	0.001416	0.000455	1.381925	0.779640	0.471336	-0.130892
Cp4.1LG04	9300273	0.528974	0.549653	-0.020679	2.188048	0.000662	0.483037	-0.413065	1247	157	57	0.605096	0.560510	0.388535	0.433121	0.666667	0.614035	0.315789	0.385965	0.203263	0.131412	-0.214438	-0.126830	8.154673	3.826606	0.002377	0.000516	1.798381	0.850819	0.887388	-0.060165
Cp4.1LG04	9400273	0.532334	0.546481	-0.014147	2.171107	0.000656	0.478966	-0.416252	1403	160	58	0.600000	0.562500	0.393750	0.437500	0.689655	0.603448	0.327586	0.396552	0.191164	0.128448	-0.202155	-0.122198	7.082682	3.902720	0.001721	0.000533	1.564916	0.860972	0.650088	-0.053765
Cp4.1LG04	9500273	0.534806	0.541798	-0.006992	2.169997	0.000653	0.478314	-0.415776	1346	159	58	0.597484	0.559748	0.389937	0.427673	0.672414	0.620690	0.310345	0.396552	0.205378	0.122425	-0.191174	-0.131750	9.036919	3.913990	0.002746	0.000518	2.000134	0.852874	1.085581	-0.061448
Cp4.1LG04	9600273	0.535373	0.535607	-0.000234	2.190324	0.000657	0.482438	-0.410690	1407	159	58	0.597484	0.559748	0.389937	0.427673	0.672414	0.620690	0.310345	0.396552	0.205378	0.122425	-0.191174	-0.131750	9.036919	3.913990	0.002746	0.000518	2.000134	0.852874	1.085581	-0.061448
Cp4.1LG04	9700273	0.533305	0.528699	0.004606	2.228360	0.000671	0.490640	-0.401729	1336	157	58	0.592357	0.560510	0.407643	0.433121	0.655172	0.603448	0.344828	0.379310	0.196573	0.133978	-0.177465	-0.123875	7.408105	3.601577	0.001919	0.000450	1.632784	0.794963	0.719083	-0.118645
Cp4.1LG04	9800273	0.529485	0.521798	0.007688	2.264758	0.000688	0.498605	-0.393131	1186	162	58	0.580247	0.555556	0.395062	0.432099	0.672414	0.603448	0.327586	0.379310	0.199447	0.124308	-0.203278	-0.123244	7.135120	3.882379	0.001751	0.000513	1.573051	0.850231	0.657545	-0.065240
Cp4.1LG04	9900273	0.525082	0.515112	0.009970	2.289220	0.000700	0.503943	-0.387513	1300	163	58	0.601227	0.558282	0.398773	0.429448	0.672414	0.603448	0.327586	0.396552	0.193886	0.118785	-0.203512	-0.126084	8.640871	3.789863	0.002543	0.000484	1.905615	0.825687	0.989724	-0.090054
Cp4.1LG04	10000273	0.520793	0.508700	0.012093	2.302076	0.000707	0.506675	-0.385077	1282	158	58	0.588608	0.556962	0.392405	0.430380	0.655172	0.603448	0.327586	0.396552	0.196639	0.130511	-0.183981	-0.127673	7.174496	3.549251	0.001794	0.000441	1.581709	0.779303	0.667639	-0.134730
Cp4.1LG04	10100273	0.517089	0.502660	0.014429	2.315275	0.000713	0.509409	-0.383081	1227	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG04	10200273	0.514218	0.497463	0.016755	2.335003	0.000721	0.513545	-0.379904	1262	157	58	0.592357	0.560510	0.407643	0.433121	0.655172	0.603448	0.344828	0.379310	0.196573	0.133978	-0.177465	-0.123875	7.408105	3.601577	0.001919	0.000450	1.632784	0.794963	0.719083	-0.118645
Cp4.1LG04	10300273	0.512473	0.493904	0.018568	2.357684	0.000728	0.518351	-0.376134	1418	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG04	10400273	0.511758	0.491823	0.019936	2.381486	0.000734	0.523481	-0.371991	1487	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG04	10500273	0.511782	0.489980	0.021803	2.413293	0.000742	0.530465	-0.365802	1535	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG04	10600273	0.512555	0.487541	0.025014	2.468739	0.000769	0.542837	-0.353845	1569	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG04	10700273	0.513716	0.484352	0.029364	2.543088	0.000817	0.559566	-0.337216	1620	154	58	0.603896	0.564935	0.396104	0.428571	0.672414	0.603448	0.327586	0.379310	0.190103	0.129198	-0.198612	-0.118899	7.675100	3.924772	0.002082	0.000550	1.691194	0.865820	0.778623	-0.046691
Cp4.1LG04	10800273	0.514680	0.480435	0.034245	2.620294	0.000873	0.576987	-0.319816	1668	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG04	10900273	0.515357	0.476017	0.039340	2.692005	0.000927	0.593156	-0.303763	1727	155	59	0.606452	0.567742	0.393548	0.432258	0.661017	0.610169	0.322034	0.389831	0.204592	0.129579	-0.173865	-0.125424	7.360447	3.609591	0.001863	0.000450	1.626565	0.801948	0.710909	-0.113668
Cp4.1LG04	11000273	0.515997	0.471559	0.044438	2.755709	0.000972	0.607466	-0.289616	1780	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG04	11100273	0.516568	0.467398	0.049169	2.807957	0.001005	0.619148	-0.278036	1804	155	59	0.606452	0.567742	0.393548	0.432258	0.661017	0.610169	0.322034	0.389831	0.204592	0.129579	-0.173865	-0.125424	7.360447	3.609591	0.001863	0.000450	1.626565	0.801948	0.710909	-0.113668
Cp4.1LG04	11200273	0.517034	0.463735	0.053298	2.844782	0.001023	0.627344	-0.269847	1800	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG04	11300273	0.517401	0.460649	0.056752	2.868880	0.001032	0.632686	-0.264409	1920	156	60	0.608974	0.570513	0.403846	0.435897	0.650000	0.600000	0.333333	0.383333	0.183333	0.121795	-0.191025	-0.119231	6.906682	3.711442	0.001600	0.000456	1.516466	0.815235	0.597911	-0.103330
Cp4.1LG04	11400273	0.516430	0.457108	0.059322	2.890618	0.001036	0.637718	-0.259327	1810	154	59	0.597403	0.558442	0.396104	0.435065	0.644068	0.610169	0.338983	0.389831	0.177966	0.119194	-0.196016	-0.128219	6.533182	3.519244	0.001476	0.000427	1.439488	0.770022	0.524280	-0.145098
Cp4.1LG04	11500273	0.513376	0.452364	0.061012	2.916811	0.001037	0.644098	-0.253108	1764	156	60	0.608974	0.570513	0.403846	0.435897	0.650000	0.600000	0.333333	0.383333	0.183333	0.121795	-0.191025	-0.119231	6.906682	3.711442	0.001600	0.000456	1.516466	0.815235	0.597911	-0.103330
Cp4.1LG04	11600273	0.508880	0.446912	0.061968	2.941365	0.001036	0.650345	-0.247330	1716	157	60	0.598726	0.573248	0.388535	0.433121	0.666667	0.616667	0.350000	0.400000	0.174734	0.119852	-0.201699	-0.123779	7.289052	3.703615	0.001704	0.000458	1.615129	0.810953	0.696046	-0.107935
Cp4.1LG04	11700273	0.503765	0.441427	0.062338	2.959021	0.001030	0.655115	-0.243351	1685	158	60	0.601266	0.563291	0.379747	0.430380	0.666667	0.600000	0.316667	0.383333	0.192616	0.129325	-0.196624	-0.127637	7.307047	3.798549	0.001776	0.000484	1.603763	0.837517	0.684446	-0.081788
Cp4.1LG04	11800273	0.498611	0.436467	0.062144	2.967116	0.001017	0.657701	-0.241795	1641	156	60	0.608974	0.570513	0.403846	0.435897	0.650000	0.600000	0.333333	0.383333	0.183333	0.121795	-0.191025	-0.119231	6.906682	3.711442	0.001600	0.000456	1.516466	0.815235	0.597911	-0.103330
Cp4.1LG04	11900273	0.493523	0.432136	0.061386	2.966031	0.000997	0.658154	-0.242484	1505	154	60	0.590909	0.564935	0.383117	0.428571	0.666667	0.600000	0.316667	0.383333	0.201948	0.130736	-0.195455	-0.127922	9.085940	3.889633	0.002740	0.000506	2.004976	0.861696	1.087089	-0.056117
Cp4.1LG04	12000273	0.488211	0.428235	0.059976	2.954475	0.000967	0.656230	-0.245572	1472	154	60	0.590909	0.564935	0.383117	0.428571	0.666667	0.600000	0.316667	0.383333	0.201948	0.130736	-0.195455	-0.127922	9.085940	3.889633	0.002740	0.000506	2.004976	0.861696	1.087089	-0.056117
Cp4.1LG04	12100273	0.482658	0.424892	0.057766	2.932172	0.000926	0.651886	-0.251049	1441	155	60	0.606452	0.567742	0.387097	0.432258	0.666667	0.600000	0.333333	0.383333	0.199462	0.134409	-0.212365	-0.122581	8.609995	4.187047	0.002431	0.000591	1.884021	0.924637	0.965868	0.006458
Cp4.1LG04	12200273	0.477163	0.422213	0.054949	2.909599	0.000880	0.647465	-0.256525	1362	154	60	0.590909	0.564935	0.383117	0.428571	0.666667	0.600000	0.316667	0.383333	0.201948	0.130736	-0.195455	-0.127922	9.085940	3.889633	0.002740	0.000506	2.004976	0.861696	1.087089	-0.056117
Cp4.1LG04	12300273	0.471819	0.419624	0.052195	2.903824	0.000841	0.646884	-0.258097	1186	157	60	0.598726	0.573248	0.388535	0.433121	0.666667	0.616667	0.350000	0.400000	0.174734	0.119852	-0.201699	-0.123779	7.289052	3.703615	0.001704	0.000458	1.615129	0.810953	0.696046	-0.107935
Cp4.1LG04	12400273	0.466484	0.416615	0.049868	2.923014	0.000823	0.652097	-0.253867	998	155	60	0.606452	0.567742	0.387097	0.432258	0.666667	0.600000	0.333333	0.383333	0.199462	0.134409	-0.212365	-0.122581	8.609995	4.187047	0.002431	0.000591	1.884021	0.924637	0.965868	0.006458
Cp4.1LG04	12500273	0.460540	0.412897	0.047643	2.953525	0.000817	0.660080	-0.246990	832	157	61	0.598726	0.560510	0.394904	0.426752	0.672131	0.606557	0.344262	0.393443	0.195260	0.116947	-0.213532	-0.131565	8.226589	3.816970	0.002116	0.000479	1.821279	0.840256	0.899623	-0.081224
Cp4.1LG04	12600273	0.453845	0.408664	0.045181	2.976320	0.000808	0.666412	-0.242018	775	156	61	0.602564	0.564103	0.397436	0.435897	0.655738	0.606557	0.327869	0.393443	0.184952	0.127890	-0.197036	-0.124317	7.980996	3.659666	0.002075	0.000442	1.757718	0.805884	0.836552	-0.115207
Cp4.1LG10	29886	0.556336	0.408228	0.148108	6.195256	0.003093	1.361479	0.465923	555	144	58	0.604167	0.562500	0.388889	0.423611	0.672414	0.620690	0.327586	0.396552	0.215039	0.117577	-0.210968	-0.131705	8.093202	3.797864	0.002387	0.000531	1.786078	0.840226	0.877537	-0.068243
Cp4.1LG10	129886	0.555682	0.411412	0.144269	5.876812	0.002853	1.291460	0.396256	622	152	58	0.605263	0.572368	0.401316	0.427632	0.655172	0.603448	0.344828	0.396552	0.219374	0.126588	-0.182395	-0.127269	9.164018	3.932518	0.002833	0.000556	2.022390	0.867523	1.110590	-0.044212
Cp4.1LG10	229886	0.553281	0.413316	0.139965	5.593502	0.002646	1.229232	0.334885	865	158	58	0.588608	0.556962	0.392405	0.430380	0.655172	0.603448	0.327586	0.396552	0.196639	0.130511	-0.183981	-0.127673	7.174496	3.549251	0.001794	0.000441	1.581709	0.779303	0.667639	-0.134730
Cp4.1LG10	329886	0.549237	0.415403	0.133834	5.296238	0.002437	1.163936	0.270280	1084	158	58	0.588608	0.556962	0.392405	0.430380	0.655172	0.603448	0.327586	0.396552	0.196639	0.130511	-0.183981	-0.127673	7.174496	3.549251	0.001794	0.000441	1.581709	0.779303	0.667639	-0.134730
Cp4.1LG10	429886	0.544491	0.418236	0.126254	4.984531	0.002229	1.095445	0.201983	1259	154	58	0.603896	0.564935	0.396104	0.428571	0.672414	0.603448	0.327586	0.379310	0.190103	0.129198	-0.198612	-0.118899	7.675100	3.924772	0.002082	0.000550	1.691194	0.865820	0.778623	-0.046691
Cp4.1LG10	529886	0.539979	0.421340	0.118639	4.695647	0.002047	1.032022	0.138536	1467	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG10	629886	0.536380	0.424175	0.112206	4.460465	0.001911	0.980584	0.087161	1808	152	58	0.605263	0.572368	0.401316	0.427632	0.655172	0.603448	0.344828	0.396552	0.219374	0.126588	-0.182395	-0.127269	9.164018	3.932518	0.002833	0.000556	2.022390	0.867523	1.110590	-0.044212
Cp4.1LG10	729886	0.533422	0.426409	0.107013	4.276768	0.001813	0.940552	0.047231	2026	154	58	0.603896	0.564935	0.396104	0.428571	0.672414	0.603448	0.327586	0.379310	0.190103	0.129198	-0.198612	-0.118899	7.675100	3.924772	0.002082	0.000550	1.691194	0.865820	0.778623	-0.046691
Cp4.1LG10	829886	0.530702	0.428063	0.102639	4.126572	0.001737	0.907833	0.014526	2261	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	929886	0.528016	0.429240	0.098776	3.997152	0.001674	0.879589	-0.013720	2493	150	58	0.606667	0.566667	0.400000	0.433333	0.672414	0.603448	0.327586	0.396552	0.199081	0.134023	-0.199081	-0.121150	7.642131	3.927017	0.002098	0.000546	1.677972	0.873306	0.767017	-0.037720
Cp4.1LG10	1029886	0.525244	0.430299	0.094945	3.880030	0.001617	0.853980	-0.039278	2749	149	58	0.597315	0.563758	0.389262	0.429530	0.655172	0.603448	0.327586	0.379310	0.194978	0.123120	-0.181555	-0.123120	6.433517	3.526445	0.001473	0.000443	1.422790	0.782995	0.512164	-0.127592
Cp4.1LG10	1129886	0.522471	0.431524	0.090947	3.771345	0.001562	0.830228	-0.063006	2977	150	58	0.606667	0.566667	0.400000	0.433333	0.672414	0.603448	0.327586	0.396552	0.199081	0.134023	-0.199081	-0.121150	7.642131	3.927017	0.002098	0.000546	1.677972	0.873306	0.767017	-0.037720
Cp4.1LG10	1229886	0.519847	0.432893	0.086954	3.673228	0.001509	0.808839	-0.084500	3207	149	58	0.597315	0.563758	0.389262	0.429530	0.655172	0.603448	0.327586	0.379310	0.194978	0.123120	-0.181555	-0.123120	6.433517	3.526445	0.001473	0.000443	1.422790	0.782995	0.512164	-0.127592
Cp4.1LG10	1329886	0.517464	0.434204	0.083259	3.589467	0.001464	0.790632	-0.102881	3479	151	58	0.602649	0.569536	0.397351	0.437086	0.672414	0.603448	0.344828	0.379310	0.203471	0.129253	-0.196849	-0.122631	7.020074	3.984579	0.001761	0.000570	1.548040	0.881168	0.636641	-0.030195
Cp4.1LG10	1429886	0.515508	0.435283	0.080225	3.524846	0.001431	0.776613	-0.117120	3674	149	58	0.597315	0.563758	0.389262	0.429530	0.655172	0.603448	0.327586	0.379310	0.194978	0.123120	-0.181555	-0.123120	6.433517	3.526445	0.001473	0.000443	1.422790	0.782995	0.512164	-0.127592
Cp4.1LG10	1529886	0.514194	0.436118	0.078075	3.482161	0.001409	0.767359	-0.126664	3922	150	58	0.606667	0.566667	0.400000	0.433333	0.672414	0.603448	0.327586	0.396552	0.199081	0.134023	-0.199081	-0.121150	7.642131	3.927017	0.002098	0.000546	1.677972	0.873306	0.767017	-0.037720
Cp4.1LG10	1629886	0.513457	0.436804	0.076652	3.456776	0.001397	0.761848	-0.132490	4116	150	58	0.606667	0.566667	0.400000	0.433333	0.672414	0.603448	0.327586	0.396552	0.199081	0.134023	-0.199081	-0.121150	7.642131	3.927017	0.002098	0.000546	1.677972	0.873306	0.767017	-0.037720
Cp4.1LG10	1729886	0.513113	0.437370	0.075743	3.444187	0.001393	0.759097	-0.135501	4246	152	58	0.605263	0.572368	0.401316	0.427632	0.655172	0.603448	0.344828	0.396552	0.219374	0.126588	-0.182395	-0.127269	9.164018	3.932518	0.002833	0.000556	2.022390	0.867523	1.110590	-0.044212
Cp4.1LG10	1829886	0.513049	0.437766	0.075283	3.444862	0.001400	0.759216	-0.135568	4382	152	58	0.605263	0.572368	0.401316	0.427632	0.655172	0.603448	0.344828	0.396552	0.219374	0.126588	-0.182395	-0.127269	9.164018	3.932518	0.002833	0.000556	2.022390	0.867523	1.110590	-0.044212
Cp4.1LG10	1929886	0.513273	0.437953	0.075320	3.459748	0.001416	0.762427	-0.132510	4618	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2029886	0.513909	0.438095	0.075814	3.485387	0.001438	0.767978	-0.127127	4728	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2129886	0.514953	0.438317	0.076636	3.513520	0.001458	0.774057	-0.121253	4939	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2229886	0.516263	0.438637	0.077626	3.533200	0.001471	0.778268	-0.117261	4968	152	58	0.605263	0.572368	0.401316	0.427632	0.655172	0.603448	0.344828	0.396552	0.219374	0.126588	-0.182395	-0.127269	9.164018	3.932518	0.002833	0.000556	2.022390	0.867523	1.110590	-0.044212
Cp4.1LG10	2329886	0.517664	0.439006	0.078658	3.542352	0.001475	0.780170	-0.115593	5055	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2429886	0.519065	0.439294	0.079772	3.550208	0.001482	0.781787	-0.114253	5212	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2529886	0.520254	0.439355	0.080899	3.559118	0.001495	0.783605	-0.112755	5251	154	59	0.597403	0.558442	0.396104	0.435065	0.644068	0.610169	0.338983	0.389831	0.177966	0.119194	-0.196016	-0.128219	6.533182	3.519244	0.001476	0.000427	1.439488	0.770022	0.524280	-0.145098
Cp4.1LG10	2629886	0.521100	0.439119	0.081981	3.570608	0.001513	0.785985	-0.110689	5230	154	58	0.603896	0.564935	0.396104	0.428571	0.672414	0.603448	0.327586	0.379310	0.190103	0.129198	-0.198612	-0.118899	7.675100	3.924772	0.002082	0.000550	1.691194	0.865820	0.778623	-0.046691
Cp4.1LG10	2729886	0.521470	0.438688	0.082782	3.582893	0.001532	0.788577	-0.108314	5164	153	58	0.601307	0.568627	0.398693	0.437908	0.672414	0.620690	0.344828	0.396552	0.179175	0.126324	-0.208362	-0.122155	7.321855	3.672870	0.001905	0.000484	1.617248	0.809725	0.705033	-0.102422
Cp4.1LG10	2829886	0.521182	0.438276	0.082906	3.588590	0.001542	0.789806	-0.107187	5035	154	59	0.597403	0.558442	0.396104	0.435065	0.644068	0.610169	0.338983	0.389831	0.177966	0.119194	-0.196016	-0.128219	6.533182	3.519244	0.001476	0.000427	1.439488	0.770022	0.524280	-0.145098
Cp4.1LG10	2929886	0.520282	0.438009	0.082273	3.582377	0.001539	0.788499	-0.108512	4912	156	58	0.596154	0.564103	0.397436	0.435897	0.672414	0.603448	0.344828	0.379310	0.206012	0.126658	-0.214854	-0.122679	8.826878	3.794703	0.002666	0.000510	1.930054	0.833085	1.016795	-0.080150
Cp4.1LG10	3029886	0.518934	0.437885	0.081048	3.561738	0.001520	0.784055	-0.112916	4722	156	58	0.596154	0.564103	0.397436	0.435897	0.672414	0.603448	0.344828	0.379310	0.206012	0.126658	-0.214854	-0.122679	8.826878	3.794703	0.002666	0.000510	1.930054	0.833085	1.016795	-0.080150
Cp4.1LG10	3129886	0.517316	0.437868	0.079448	3.529308	0.001492	0.777005	-0.119892	4518	156	58	0.596154	0.564103	0.397436	0.435897	0.672414	0.603448	0.344828	0.379310	0.206012	0.126658	-0.214854	-0.122679	8.826878	3.794703	0.002666	0.000510	1.930054	0.833085	1.016795	-0.080150
Cp4.1LG10	3229886	0.515612	0.437888	0.077723	3.493107	0.001459	0.769113	-0.127731	4305	157	58	0.592357	0.560510	0.407643	0.433121	0.655172	0.603448	0.344828	0.379310	0.196573	0.133978	-0.177465	-0.123875	7.408105	3.601577	0.001919	0.000450	1.632784	0.794963	0.719083	-0.118645
Cp4.1LG10	3329886	0.513927	0.437826	0.076101	3.465784	0.001435	0.763189	-0.133625	4113	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG10	3429886	0.512402	0.437340	0.075063	3.472999	0.001446	0.764926	-0.131765	4072	157	58	0.592357	0.560510	0.407643	0.433121	0.655172	0.603448	0.344828	0.379310	0.196573	0.133978	-0.177465	-0.123875	7.408105	3.601577	0.001919	0.000450	1.632784	0.794963	0.719083	-0.118645
